student_id,term,campus,modality,discipline,discipline_area,workload_hours,attendance_pct,exam1_grade,exam2_grade,project_grade,participation_grade,final_grade,letter_grade,status,approval,fail_reason,age_range,employment_status
S0168,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,48,92.5,67.4,94.5,58.4,86.3,72.4,C,Aprovado,1,,25-29,Desempregado
S0168,2024.2,Campus A,Presencial,Statistics for Data,Analytics,64,81.6,70.6,68.7,60.3,87.0,67.6,D,Reprovado,0,low_grade,25-29,Desempregado
S0169,2025.1,Campus A,Presencial,Data Engineering II,Engineering,64,92.1,67.6,95.4,70.3,97.8,78.7,C,Aprovado,1,,25-29,Meio período
S0169,2024.2,Campus A,Presencial,Big Data & Spark,Engineering,32,88.8,75.0,59.5,64.1,91.7,68.4,D,Reprovado,0,low_grade,25-29,Meio período
S0169,2025.1,Campus A,Presencial,Streaming Systems,Engineering,48,83.4,90.8,72.8,75.3,95.0,80.5,B,Aprovado,1,,25-29,Meio período
S0169,2024.2,Campus A,Híbrido,MLOps Foundations,ML/AI,32,68.0,62.2,66.8,80.8,72.0,71.8,C,Reprovado,0,low_attendance,25-29,Meio período
S0169,2024.2,Campus A,Online,Feature Engineering,ML/AI,32,71.6,83.8,76.5,80.5,73.7,79.6,C,Reprovado,0,low_attendance,25-29,Meio período
S0169,2024.1,Campus A,Presencial,Statistics for Data,Analytics,32,71.0,80.5,74.9,61.8,77.9,71.3,C,Reprovado,0,low_attendance,25-29,Meio período
S0170,2025.1,Campus A,Híbrido,Data Engineering II,Engineering,48,80.4,83.1,76.8,79.6,65.8,78.4,C,Aprovado,1,,30-34,Desempregado
S0170,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,48,75.6,82.2,80.8,76.4,78.4,79.1,C,Aprovado,1,,30-34,Desempregado
S0170,2025.1,Campus A,Online,Streaming Systems,Engineering,48,79.7,73.6,61.5,88.2,72.7,76.3,C,Aprovado,1,,30-34,Desempregado
S0170,2024.1,Campus A,Presencial,MLOps Foundations,ML/AI,48,69.9,87.1,54.8,86.6,74.0,77.5,C,Reprovado,0,low_attendance,30-34,Desempregado
S0170,2025.1,Campus A,Online,Feature Engineering,ML/AI,32,76.2,47.8,53.3,78.4,75.0,64.1,D,Trancado,0,withdraw,30-34,Desempregado
S0170,2024.1,Campus A,Presencial,Statistics for Data,Analytics,32,94.3,62.2,66.2,62.3,86.6,65.7,D,Reprovado,0,low_grade,30-34,Desempregado
S0171,2024.2,Campus C,Presencial,Data Engineering II,Engineering,48,86.0,71.7,52.5,74.9,90.4,70.1,C,Aprovado,1,,30-34,Tempo integral
S0171,2025.1,Campus C,Presencial,Big Data & Spark,Engineering,64,92.4,64.1,88.2,70.0,93.9,75.5,C,Aprovado,1,,30-34,Tempo integral
S0171,2024.2,Campus C,Presencial,Streaming Systems,Engineering,48,75.1,77.9,71.2,69.4,80.2,73.1,C,Aprovado,1,,30-34,Tempo integral
S0171,2024.2,Campus C,Online,MLOps Foundations,ML/AI,32,76.9,64.5,82.9,91.3,70.0,80.4,B,Trancado,0,withdraw,30-34,Tempo integral
S0171,2025.1,Campus C,Online,Feature Engineering,ML/AI,32,86.6,70.9,65.2,85.6,92.5,77.5,C,Aprovado,1,,30-34,Tempo integral
S0171,2024.1,Campus C,Presencial,Statistics for Data,Analytics,64,75.4,78.2,62.5,51.9,73.2,63.2,D,Reprovado,0,low_grade,30-34,Tempo integral
S0172,2024.2,Campus B,Presencial,Data Engineering II,Engineering,48,90.5,73.2,82.2,67.8,84.7,74.4,C,Aprovado,1,,35-39,Tempo integral
S0172,2025.1,Campus B,Online,Big Data & Spark,Engineering,32,83.1,63.4,73.7,74.3,75.8,71.6,C,Aprovado,1,,35-39,Tempo integral
S0172,2025.1,Campus B,Online,Streaming Systems,Engineering,64,78.6,72.9,97.6,85.6,78.8,84.8,B,Trancado,0,withdraw,35-39,Tempo integral
S0172,2025.1,Campus B,Híbrido,MLOps Foundations,ML/AI,48,83.3,95.2,85.4,64.7,88.0,79.8,C,Aprovado,1,,35-39,Tempo integral
S0172,2024.2,Campus B,Presencial,Feature Engineering,ML/AI,32,77.6,76.7,82.8,70.9,76.9,75.9,C,Aprovado,1,,35-39,Tempo integral
S0172,2024.1,Campus B,Presencial,Statistics for Data,Analytics,48,66.5,74.5,73.9,73.5,66.8,73.2,C,Reprovado,0,low_attendance,35-39,Tempo integral
S0173,2025.1,Campus A,Online,Data Engineering II,Engineering,32,70.0,83.0,98.4,70.5,61.7,79.7,C,Trancado,0,withdraw,20-24,Tempo integral
S0173,2024.2,Campus A,Online,Big Data & Spark,Engineering,64,55.0,52.8,51.2,78.0,55.7,62.7,D,Reprovado,0,low_attendance,20-24,Tempo integral
S0173,2024.2,Campus A,Online,Streaming Systems,Engineering,48,77.8,60.8,72.5,60.3,83.1,65.8,D,Reprovado,0,low_grade,20-24,Tempo integral
S0173,2024.1,Campus A,Presencial,MLOps Foundations,ML/AI,64,87.8,70.7,60.3,82.7,84.6,74.3,C,Aprovado,1,,20-24,Tempo integral
S0173,2024.2,Campus A,Presencial,Feature Engineering,ML/AI,64,100.0,78.1,78.1,74.7,99.7,78.9,C,Aprovado,1,,20-24,Tempo integral
S0173,2024.1,Campus A,Presencial,Statistics for Data,Analytics,32,84.4,56.5,95.5,78.3,85.9,77.9,C,Aprovado,1,,20-24,Tempo integral
S0174,2024.1,Campus A,Presencial,Data Engineering II,Engineering,48,76.3,63.3,90.5,82.0,72.4,78.5,C,Aprovado,1,,25-29,Desempregado
S0174,2025.1,Campus A,Presencial,Big Data & Spark,Engineering,64,95.7,63.1,49.6,82.0,100.0,71.0,C,Aprovado,1,,25-29,Desempregado
S0174,2024.2,Campus A,Online,Streaming Systems,Engineering,32,74.8,67.7,76.5,65.5,73.1,69.6,D,Reprovado,0,low_attendance,25-29,Desempregado
S0174,2024.2,Campus A,Presencial,MLOps Foundations,ML/AI,32,72.8,79.2,66.0,45.6,76.8,62.2,D,Reprovado,0,low_attendance,25-29,Desempregado
S0174,2025.1,Campus A,Online,Feature Engineering,ML/AI,48,54.1,65.1,75.6,81.7,46.8,72.5,C,Trancado,0,withdraw,25-29,Desempregado
S0174,2025.1,Campus A,Presencial,Statistics for Data,Analytics,32,91.3,61.0,77.2,54.9,94.5,65.9,D,Reprovado,0,low_grade,25-29,Desempregado
S0175,2024.1,Campus A,Presencial,Data Engineering II,Engineering,64,91.6,73.3,79.1,75.7,94.9,77.9,C,Aprovado,1,,35-39,Tempo integral
S0175,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,64,71.5,78.4,90.9,71.1,78.9,78.7,C,Reprovado,0,low_attendance,35-39,Tempo integral
S0175,2024.2,Campus A,Presencial,Streaming Systems,Engineering,48,90.1,70.4,79.5,71.8,88.5,75.0,C,Aprovado,1,,35-39,Tempo integral
S0175,2024.2,Campus A,Online,MLOps Foundations,ML/AI,32,88.7,65.9,67.6,92.2,86.5,78.9,C,Aprovado,1,,35-39,Tempo integral
S0175,2024.2,Campus A,Presencial,Feature Engineering,ML/AI,32,86.8,74.2,88.0,91.9,83.4,85.6,B,Aprovado,1,,35-39,Tempo integral
S0175,2024.2,Campus A,Presencial,Statistics for Data,Analytics,48,95.0,68.1,57.1,71.0,99.9,69.7,D,Reprovado,0,low_grade,35-39,Tempo integral
S0176,2024.2,Campus B,Presencial,Data Engineering II,Engineering,32,79.7,73.3,73.8,69.3,82.0,72.7,C,Aprovado,1,,30-34,Tempo integral
S0176,2025.1,Campus B,Presencial,Big Data & Spark,Engineering,48,84.9,87.3,74.4,67.2,83.5,75.6,C,Aprovado,1,,30-34,Tempo integral
S0176,2024.1,Campus B,Presencial,Streaming Systems,Engineering,32,88.7,71.5,88.0,72.5,79.3,76.8,C,Aprovado,1,,30-34,Tempo integral
S0176,2025.1,Campus B,Online,MLOps Foundations,ML/AI,32,100.0,55.9,77.9,69.1,85.9,69.7,D,Reprovado,0,low_grade,30-34,Tempo integral
S0176,2025.1,Campus B,Presencial,Feature Engineering,ML/AI,32,84.8,75.9,70.8,76.7,85.7,75.9,C,Aprovado,1,,30-34,Tempo integral
S0176,2024.2,Campus B,Presencial,Statistics for Data,Analytics,64,86.6,65.6,77.1,75.1,83.2,74.1,C,Aprovado,1,,30-34,Tempo integral
S0177,2024.2,Campus A,Presencial,Data Engineering II,Engineering,64,78.0,81.9,93.9,85.2,82.6,86.3,B,Aprovado,1,,30-34,Tempo integral
S0177,2024.2,Campus A,Presencial,Big Data & Spark,Engineering,48,81.8,68.0,59.1,64.3,73.4,64.9,D,Reprovado,0,low_grade,30-34,Tempo integral
S0177,2024.2,Campus A,Híbrido,Streaming Systems,Engineering,32,95.8,66.2,96.4,93.9,95.1,87.7,B,Aprovado,1,,30-34,Tempo integral
S0177,2025.1,Campus A,Presencial,MLOps Foundations,ML/AI,64,81.2,60.1,90.4,89.2,82.0,81.5,B,Aprovado,1,,30-34,Tempo integral
S0177,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,32,88.1,67.0,69.9,86.2,91.7,77.9,C,Aprovado,1,,30-34,Tempo integral
S0177,2024.1,Campus A,Online,Statistics for Data,Analytics,64,88.8,88.4,76.0,91.5,91.5,86.8,B,Aprovado,1,,30-34,Tempo integral
S0178,2024.2,Campus A,Híbrido,Data Engineering II,Engineering,64,100.0,77.1,86.0,83.2,100.0,84.1,B,Aprovado,1,,20-24,Desempregado
S0178,2024.2,Campus A,Presencial,Big Data & Spark,Engineering,48,84.7,72.9,80.9,83.3,87.7,80.6,B,Aprovado,1,,20-24,Desempregado
S0178,2024.2,Campus A,Presencial,Streaming Systems,Engineering,64,85.7,72.4,68.7,85.2,88.5,78.2,C,Aprovado,1,,20-24,Desempregado
S0178,2025.1,Campus A,Presencial,MLOps Foundations,ML/AI,32,83.2,62.7,74.9,68.8,87.9,70.7,C,Aprovado,1,,20-24,Desempregado
S0178,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,48,91.1,61.3,76.9,81.7,90.9,76.3,C,Aprovado,1,,20-24,Desempregado
S0178,2025.1,Campus A,Online,Statistics for Data,Analytics,48,75.3,58.9,92.2,70.0,85.3,74.3,C,Aprovado,1,,20-24,Desempregado
S0179,2025.1,Campus C,Presencial,Data Engineering II,Engineering,32,93.3,61.2,89.3,74.2,99.6,77.3,C,Aprovado,1,,25-29,Tempo integral
S0179,2024.1,Campus C,Presencial,Big Data & Spark,Engineering,32,81.7,69.4,77.0,73.3,81.3,74.1,C,Aprovado,1,,25-29,Tempo integral
S0179,2024.1,Campus C,Presencial,Streaming Systems,Engineering,32,86.1,90.3,60.7,55.9,89.2,69.0,D,Reprovado,0,low_grade,25-29,Tempo integral
S0179,2024.2,Campus C,Online,MLOps Foundations,ML/AI,48,78.5,44.2,69.5,93.6,76.1,73.5,C,Aprovado,1,,25-29,Tempo integral
S0179,2024.1,Campus C,Presencial,Feature Engineering,ML/AI,32,97.5,50.9,77.0,84.9,90.3,74.9,C,Aprovado,1,,25-29,Tempo integral
S0179,2025.1,Campus C,Online,Statistics for Data,Analytics,48,65.8,62.6,85.4,85.1,67.1,77.7,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0180,2024.1,Campus A,Híbrido,Data Engineering II,Engineering,32,75.0,62.6,84.0,100.0,72.2,83.9,B,Reprovado,0,low_attendance,20-24,Tempo integral
S0180,2024.2,Campus A,Presencial,Big Data & Spark,Engineering,64,82.3,63.7,72.3,66.1,88.3,69.2,D,Reprovado,0,low_grade,20-24,Tempo integral
S0180,2024.1,Campus A,Presencial,Streaming Systems,Engineering,48,85.6,74.0,66.7,53.6,80.7,64.7,D,Reprovado,0,low_grade,20-24,Tempo integral
S0180,2024.1,Campus A,Online,MLOps Foundations,ML/AI,64,74.9,86.7,78.5,80.5,71.3,80.7,B,Reprovado,0,low_attendance,20-24,Tempo integral
S0180,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,32,76.3,83.1,65.2,72.4,76.2,73.7,C,Aprovado,1,,20-24,Tempo integral
S0180,2024.2,Campus A,Presencial,Statistics for Data,Analytics,32,98.2,63.2,75.4,76.1,95.3,74.6,C,Aprovado,1,,20-24,Tempo integral
S0181,2025.1,Campus A,Online,Data Engineering II,Engineering,48,65.0,87.4,68.2,59.3,62.9,68.9,D,Trancado,0,withdraw,25-29,Tempo integral
S0181,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,32,91.0,85.7,74.3,66.6,94.5,76.1,C,Aprovado,1,,25-29,Tempo integral
S0181,2024.2,Campus A,Online,Streaming Systems,Engineering,48,75.2,81.7,63.9,77.4,67.4,74.1,C,Aprovado,1,,25-29,Tempo integral
S0181,2024.2,Campus A,Presencial,MLOps Foundations,ML/AI,32,91.1,64.9,66.5,78.3,85.8,72.7,C,Aprovado,1,,25-29,Tempo integral
S0181,2024.2,Campus A,Presencial,Feature Engineering,ML/AI,48,97.0,84.2,84.0,79.7,98.1,83.7,B,Aprovado,1,,25-29,Tempo integral
S0181,2024.2,Campus A,Online,Statistics for Data,Analytics,32,85.3,82.9,70.0,71.7,77.6,74.7,C,Aprovado,1,,25-29,Tempo integral
S0182,2024.2,Campus A,Híbrido,Data Engineering II,Engineering,64,85.4,68.0,70.2,71.7,99.0,73.1,C,Aprovado,1,,25-29,Tempo integral
S0182,2025.1,Campus A,Presencial,Big Data & Spark,Engineering,64,93.1,62.6,96.1,80.7,95.7,81.5,B,Aprovado,1,,25-29,Tempo integral
S0182,2024.1,Campus A,Híbrido,Streaming Systems,Engineering,32,81.4,64.1,79.4,80.8,81.8,76.4,C,Aprovado,1,,25-29,Tempo integral
S0182,2024.2,Campus A,Online,MLOps Foundations,ML/AI,32,83.3,85.1,77.7,71.3,88.1,78.0,C,Aprovado,1,,25-29,Tempo integral
S0182,2024.1,Campus A,Híbrido,Feature Engineering,ML/AI,64,85.8,91.5,75.0,65.6,91.7,77.1,C,Aprovado,1,,25-29,Tempo integral
S0182,2025.1,Campus A,Presencial,Statistics for Data,Analytics,48,81.2,70.5,69.0,56.5,76.2,65.1,D,Reprovado,0,low_grade,25-29,Tempo integral
S0183,2024.2,Campus C,Online,Data Engineering II,Engineering,64,59.9,74.4,68.9,81.3,55.9,73.9,C,Reprovado,0,low_attendance,35-39,Desempregado
S0183,2024.2,Campus C,Online,Big Data & Spark,Engineering,32,64.7,72.0,60.2,62.4,59.7,64.0,D,Trancado,0,withdraw,35-39,Desempregado
S0183,2025.1,Campus C,Online,Streaming Systems,Engineering,32,67.0,92.0,84.3,82.1,66.4,83.5,B,Reprovado,0,low_attendance,35-39,Desempregado
S0183,2024.1,Campus C,Híbrido,MLOps Foundations,ML/AI,48,97.1,81.6,69.3,71.7,100.0,76.4,C,Aprovado,1,,35-39,Desempregado
S0183,2025.1,Campus C,Presencial,Feature Engineering,ML/AI,64,71.1,70.5,81.5,94.1,65.1,82.1,B,Reprovado,0,low_attendance,35-39,Desempregado
S0183,2024.2,Campus C,Presencial,Statistics for Data,Analytics,32,82.7,76.7,66.1,60.8,78.3,67.8,D,Reprovado,0,low_grade,35-39,Desempregado
S0184,2024.1,Campus A,Online,Data Engineering II,Engineering,48,79.6,85.7,76.2,84.2,77.3,81.9,B,Aprovado,1,,30-34,Desempregado
S0184,2024.2,Campus A,Presencial,Big Data & Spark,Engineering,64,95.5,68.8,67.7,71.3,96.6,72.3,C,Aprovado,1,,30-34,Desempregado
S0184,2024.2,Campus A,Online,Streaming Systems,Engineering,32,73.4,84.4,71.2,82.4,69.9,78.9,C,Trancado,0,withdraw,30-34,Desempregado
S0184,2024.2,Campus A,Presencial,MLOps Foundations,ML/AI,32,82.6,55.0,82.6,82.2,79.6,75.2,C,Aprovado,1,,30-34,Desempregado
S0184,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,64,90.8,71.0,87.3,62.9,90.2,73.7,C,Aprovado,1,,30-34,Desempregado
S0184,2024.2,Campus A,Híbrido,Statistics for Data,Analytics,32,79.9,68.2,83.9,80.5,78.3,78.1,C,Aprovado,1,,30-34,Desempregado
S0185,2025.1,Campus A,Presencial,Data Engineering II,Engineering,32,100.0,52.7,67.8,77.1,100.0,70.9,C,Aprovado,1,,25-29,Meio período
S0185,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,32,100.0,75.3,92.1,76.2,100.0,82.3,B,Aprovado,1,,25-29,Meio período
S0185,2025.1,Campus A,Presencial,Streaming Systems,Engineering,32,72.1,86.5,70.1,86.0,69.7,80.5,B,Reprovado,0,low_attendance,25-29,Meio período
S0185,2025.1,Campus A,Online,MLOps Foundations,ML/AI,32,77.7,62.9,60.5,89.4,81.3,74.7,C,Aprovado,1,,25-29,Meio período
S0185,2024.2,Campus A,Online,Feature Engineering,ML/AI,32,76.8,60.7,96.2,85.9,76.2,81.2,B,Aprovado,1,,25-29,Meio período
S0185,2025.1,Campus A,Híbrido,Statistics for Data,Analytics,32,89.3,41.3,58.8,82.8,88.0,66.9,D,Reprovado,0,low_grade,25-29,Meio período
S0186,2024.2,Campus B,Online,Data Engineering II,Engineering,32,83.7,57.7,100.0,89.8,75.1,82.9,B,Aprovado,1,,30-34,Tempo integral
S0186,2024.1,Campus B,Online,Big Data & Spark,Engineering,48,78.7,66.4,67.6,78.7,81.6,73.1,C,Aprovado,1,,30-34,Tempo integral
S0186,2024.2,Campus B,Presencial,Streaming Systems,Engineering,64,80.6,82.6,77.4,80.1,77.4,79.8,C,Aprovado,1,,30-34,Tempo integral
S0186,2024.1,Campus B,Online,MLOps Foundations,ML/AI,32,57.8,73.4,65.3,82.9,60.8,73.9,C,Reprovado,0,low_attendance,30-34,Tempo integral
S0186,2024.1,Campus B,Presencial,Feature Engineering,ML/AI,48,85.2,77.0,100.0,68.7,80.5,79.8,C,Aprovado,1,,30-34,Tempo integral
S0186,2024.1,Campus B,Presencial,Statistics for Data,Analytics,48,77.5,59.8,73.8,76.1,82.9,72.1,C,Aprovado,1,,30-34,Tempo integral
S0187,2024.2,Campus A,Presencial,Data Engineering II,Engineering,32,83.2,68.3,70.1,50.5,85.3,63.3,D,Reprovado,0,low_grade,30-34,Tempo integral
S0187,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,32,78.5,59.0,68.9,89.7,71.5,75.0,C,Aprovado,1,,30-34,Tempo integral
S0187,2024.1,Campus A,Presencial,Streaming Systems,Engineering,48,91.1,78.0,47.3,82.0,95.5,73.7,C,Trancado,0,withdraw,30-34,Tempo integral
S0187,2025.1,Campus A,Online,MLOps Foundations,ML/AI,48,71.9,75.2,69.6,67.3,71.7,70.3,C,Reprovado,0,low_attendance,30-34,Tempo integral
S0187,2025.1,Campus A,Presencial,Feature Engineering,ML/AI,32,88.9,68.4,84.3,91.2,74.9,82.2,B,Aprovado,1,,30-34,Tempo integral
S0187,2024.1,Campus A,Híbrido,Statistics for Data,Analytics,48,86.3,64.0,48.5,68.5,88.4,64.4,D,Reprovado,0,low_grade,30-34,Tempo integral
S0188,2024.1,Campus B,Online,Data Engineering II,Engineering,32,56.7,87.0,83.1,64.6,58.0,74.1,C,Reprovado,0,low_attendance,30-34,Tempo integral
S0188,2024.2,Campus B,Presencial,Big Data & Spark,Engineering,32,87.0,64.1,76.6,69.5,85.9,71.6,C,Aprovado,1,,30-34,Tempo integral
S0188,2024.1,Campus B,Presencial,Streaming Systems,Engineering,48,66.0,68.8,73.2,65.7,69.7,68.8,D,Reprovado,0,low_attendance,30-34,Tempo integral
S0188,2024.1,Campus B,Presencial,MLOps Foundations,ML/AI,32,72.4,70.5,83.5,75.4,71.3,75.8,C,Reprovado,0,low_attendance,30-34,Tempo integral
S0188,2024.2,Campus B,Online,Feature Engineering,ML/AI,48,89.2,75.0,54.1,84.6,96.0,75.7,C,Aprovado,1,,30-34,Tempo integral
S0188,2025.1,Campus B,Presencial,Statistics for Data,Analytics,48,100.0,72.2,67.8,68.9,99.4,72.5,C,Aprovado,1,,30-34,Tempo integral
S0189,2024.1,Campus C,Híbrido,Data Engineering II,Engineering,48,71.7,55.8,83.5,92.8,66.6,78.6,C,Reprovado,0,low_attendance,30-34,Tempo integral
S0189,2025.1,Campus C,Presencial,Big Data & Spark,Engineering,32,100.0,83.9,63.7,67.2,100.0,73.8,C,Aprovado,1,,30-34,Tempo integral
S0189,2024.1,Campus C,Presencial,Streaming Systems,Engineering,32,86.8,74.5,77.8,71.0,99.5,76.4,C,Aprovado,1,,30-34,Tempo integral
S0189,2024.2,Campus C,Híbrido,MLOps Foundations,ML/AI,48,79.7,88.4,57.1,74.5,82.0,74.4,C,Aprovado,1,,30-34,Tempo integral
S0189,2025.1,Campus C,Presencial,Feature Engineering,ML/AI,48,100.0,84.9,57.9,65.2,94.8,71.3,C,Aprovado,1,,30-34,Tempo integral
S0189,2024.1,Campus C,Presencial,Statistics for Data,Analytics,64,93.8,75.5,70.2,75.6,88.5,75.5,C,Aprovado,1,,30-34,Tempo integral
S0190,2025.1,Campus A,Presencial,Data Engineering II,Engineering,48,85.8,79.2,93.5,78.0,87.9,83.2,B,Aprovado,1,,35-39,Meio período
S0190,2024.1,Campus A,Online,Big Data & Spark,Engineering,32,65.7,67.2,77.4,80.6,60.2,74.4,C,Reprovado,0,low_attendance,35-39,Meio período
S0190,2024.1,Campus A,Presencial,Streaming Systems,Engineering,48,92.9,64.4,65.7,78.0,100.0,73.7,C,Aprovado,1,,35-39,Meio período
S0190,2024.2,Campus A,Presencial,MLOps Foundations,ML/AI,48,85.0,77.4,71.4,63.6,80.6,70.7,C,Aprovado,1,,35-39,Meio período
S0190,2024.1,Campus A,Presencial,Feature Engineering,ML/AI,32,91.8,70.0,76.8,94.2,90.3,83.4,B,Aprovado,1,,35-39,Meio período
S0190,2024.2,Campus A,Presencial,Statistics for Data,Analytics,32,93.3,77.8,62.0,78.7,93.0,75.7,C,Aprovado,1,,35-39,Meio período
S0191,2025.1,Campus B,Online,Data Engineering II,Engineering,32,63.9,78.9,57.4,80.0,64.9,72.6,C,Reprovado,0,low_attendance,30-34,Desempregado
S0191,2024.1,Campus B,Híbrido,Big Data & Spark,Engineering,32,98.8,81.9,77.0,76.8,94.0,79.8,C,Aprovado,1,,30-34,Desempregado
S0191,2024.2,Campus B,Híbrido,Streaming Systems,Engineering,32,80.8,56.8,83.2,79.0,92.4,75.9,C,Aprovado,1,,30-34,Desempregado
S0191,2024.2,Campus B,Híbrido,MLOps Foundations,ML/AI,32,71.8,75.9,86.7,56.3,70.8,70.2,C,Reprovado,0,low_attendance,30-34,Desempregado
S0191,2024.1,Campus B,Online,Feature Engineering,ML/AI,48,73.7,75.5,75.4,76.0,68.2,74.9,C,Reprovado,0,low_attendance,30-34,Desempregado
S0191,2025.1,Campus B,Presencial,Statistics for Data,Analytics,48,98.1,60.3,65.5,71.2,90.4,69.0,D,Reprovado,0,low_grade,30-34,Desempregado
S0192,2025.1,Campus B,Online,Data Engineering II,Engineering,32,67.2,66.6,77.9,67.0,75.1,70.4,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0192,2024.1,Campus B,Presencial,Big Data & Spark,Engineering,48,95.0,58.0,65.7,60.8,91.1,64.4,D,Reprovado,0,low_grade,25-29,Tempo integral
S0192,2025.1,Campus B,Híbrido,Streaming Systems,Engineering,32,82.8,69.2,66.2,60.9,85.8,66.8,D,Reprovado,0,low_grade,25-29,Tempo integral
S0192,2024.1,Campus B,Presencial,MLOps Foundations,ML/AI,32,92.7,92.7,78.0,81.0,94.9,84.5,B,Trancado,0,withdraw,25-29,Tempo integral
S0192,2024.1,Campus B,Online,Feature Engineering,ML/AI,32,71.0,82.9,91.5,76.8,65.1,80.8,B,Reprovado,0,low_attendance,25-29,Tempo integral
S0192,2024.2,Campus B,Online,Statistics for Data,Analytics,32,50.1,75.2,82.9,70.7,49.8,72.8,C,Reprovado,0,low_attendance,25-29,Tempo integral
S0193,2024.1,Campus B,Presencial,Data Engineering II,Engineering,48,85.6,71.0,79.1,66.8,91.9,73.4,C,Aprovado,1,,20-24,Tempo integral
S0193,2024.1,Campus B,Presencial,Big Data & Spark,Engineering,32,96.2,66.7,69.8,91.1,100.0,80.6,B,Aprovado,1,,20-24,Tempo integral
S0193,2025.1,Campus B,Presencial,Streaming Systems,Engineering,32,96.7,55.9,79.6,97.2,100.0,82.8,B,Aprovado,1,,20-24,Tempo integral
S0193,2024.2,Campus B,Online,MLOps Foundations,ML/AI,32,89.1,81.9,78.5,90.2,86.4,84.8,B,Aprovado,1,,20-24,Tempo integral
S0193,2024.1,Campus B,Presencial,Feature Engineering,ML/AI,32,69.8,85.6,74.6,70.8,65.6,74.9,C,Reprovado,0,low_attendance,20-24,Tempo integral
S0193,2025.1,Campus B,Online,Statistics for Data,Analytics,48,72.7,61.5,60.8,79.6,69.0,69.3,D,Reprovado,0,low_attendance,20-24,Tempo integral
S0194,2024.2,Campus B,Presencial,Data Engineering II,Engineering,32,100.0,50.3,55.5,82.4,87.6,68.2,D,Reprovado,0,low_grade,30-34,Desempregado
S0194,2025.1,Campus B,Presencial,Big Data & Spark,Engineering,48,66.6,68.2,79.5,79.7,65.3,75.3,C,Reprovado,0,low_attendance,30-34,Desempregado
S0194,2024.1,Campus B,Presencial,Streaming Systems,Engineering,32,100.0,80.2,64.4,64.1,96.5,71.4,C,Aprovado,1,,30-34,Desempregado
S0194,2024.2,Campus B,Online,MLOps Foundations,ML/AI,32,62.3,95.3,78.7,84.0,57.8,82.9,B,Reprovado,0,low_attendance,30-34,Desempregado
S0194,2024.2,Campus B,Online,Feature Engineering,ML/AI,32,86.1,82.0,59.9,72.9,89.3,73.6,C,Aprovado,1,,30-34,Desempregado
S0194,2024.2,Campus B,Presencial,Statistics for Data,Analytics,32,77.1,48.4,66.4,80.7,72.8,68.3,D,Trancado,0,withdraw,30-34,Desempregado
S0195,2024.2,Campus A,Online,Data Engineering II,Engineering,48,55.0,66.5,81.9,84.4,51.6,76.1,C,Trancado,0,withdraw,30-34,Meio período
S0195,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,32,83.9,86.4,63.7,85.0,80.0,79.5,C,Aprovado,1,,30-34,Meio período
S0195,2024.1,Campus A,Online,Streaming Systems,Engineering,48,61.8,65.4,81.9,74.4,56.5,72.2,C,Reprovado,0,low_attendance,30-34,Meio período
S0195,2024.2,Campus A,Presencial,MLOps Foundations,ML/AI,48,91.6,90.3,75.8,84.7,99.0,85.3,B,Aprovado,1,,30-34,Meio período
S0195,2025.1,Campus A,Híbrido,Feature Engineering,ML/AI,32,65.0,72.0,83.9,85.5,67.5,79.9,C,Reprovado,0,low_attendance,30-34,Meio período
S0195,2024.1,Campus A,Presencial,Statistics for Data,Analytics,32,81.6,77.4,94.8,74.2,80.5,80.8,B,Aprovado,1,,30-34,Meio período
S0196,2025.1,Campus A,Híbrido,Data Engineering II,Engineering,48,84.6,89.8,63.8,71.0,90.1,75.8,C,Aprovado,1,,20-24,Tempo integral
S0196,2024.1,Campus A,Presencial,Big Data & Spark,Engineering,32,72.3,81.0,74.9,83.0,78.2,80.0,C,Reprovado,0,low_attendance,20-24,Tempo integral
S0196,2024.2,Campus A,Presencial,Streaming Systems,Engineering,64,83.5,68.4,63.5,79.5,82.1,73.0,C,Aprovado,1,,20-24,Tempo integral
S0196,2024.1,Campus A,Presencial,MLOps Foundations,ML/AI,48,86.2,69.2,87.9,74.1,88.1,77.7,C,Aprovado,1,,20-24,Tempo integral
S0196,2024.1,Campus A,Online,Feature Engineering,ML/AI,32,88.8,80.1,99.8,83.7,87.9,87.3,B,Aprovado,1,,20-24,Tempo integral
S0196,2025.1,Campus A,Online,Statistics for Data,Analytics,32,78.7,63.0,43.9,60.6,77.2,58.7,F,Reprovado,0,low_grade,20-24,Tempo integral
